title,year,normalized_title,key,jellyfin_id,tmdb_id,imdb_id
Blue Ruin,2014,blue ruin,blue ruin|2014,7643d66ad59385b065af7b4226c447db,188166,tt2359024
Blue Velvet,1986,blue velvet,blue velvet|1986,41ebe81c3a91c08ce6e2092c9fdeff75,793,tt0090756
The Blues Brothers (1980),1980,blues brothers,blues brothers|1980,bded5c83208ca98e364e3599bfdc4630,525,tt0080455
Bolt,2008,bolt,bolt|2008,c256febb12944c275f88d083f32ac6a5,13053,tt0397892
The Bone Collector (1999),1999,bone collector,bone collector|1999,5d2474fc80416e9c1d20785a4a515c72,9481,tt0145681
Bonnie and Clyde,1967,bonnie and clyde,bonnie and clyde|1967,3f0081e3c7f60384a9367071a418814c,475,tt0061418
Boogie Nights (1997),1997,boogie nights,boogie nights|1997,ea379913eb3f1c9275b982bda2bb6ca0,4995,tt0118749
The Book of Eli,2010,book of eli,book of eli|2010,56a29d0aa2a5b377bfea3910d2e3aac8,20504,tt1037705
The Book Thief (2013),2013,book thief,book thief|2013,b5ce9295104965452f3c1c2c7643caa8,203833,tt0816442
The Boondock Saints II- All Saints Day (2009),2009,boondock saints ii all saints day,boondock saints ii all saints day|2009,2d1a6a11fe4d57be4135d9003f9c1ef2,22821,tt1300851
The Boondock Saints (1999),1999,boondock saints,boondock saints|1999,76d47cfce11ced75f8880440227d4a41,8374,tt0144117
Borat- Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),2006,borat cultural learnings of america for make benefit glorious nation of kazakhstan,borat cultural learnings of america for make benefit glorious nation of kazakhstan|2006,be137ae4fda7cca0ac52c5df86a02bda,496,tt0443453
Borgman (2013),2013,borgman,borgman|2013,821cee2e4c372e9ca7ae7f4a181bd068,186929,tt1954315
The Bourne Identity,2002,bourne identity,bourne identity|2002,109fd121358844d222f5497f8204f436,2501,tt0258463
The Bourne Legacy,2012,bourne legacy,bourne legacy|2012,e1198666fbfc110a36149d6c818ef03f,49040,tt1194173
The Bourne Supremacy (2004),2004,bourne supremacy,bourne supremacy|2004,fe1011e025aced6534699304fd32ebd2,2502,tt0372183
The Bourne Ultimatum,2007,bourne ultimatum,bourne ultimatum|2007,892af9eac860dca58916950db2ab42e4,2503,tt0440963
The Boy and the Heron (2023),2023,boy and the heron,boy and the heron|2023,4b8c53da3af608c95b3f99c96fc844e5,508883,tt6587046
Boyhood (2014),2014,boyhood,boyhood|2014,2c8b202d74f0b17e157bc92e3de5b78b,85350,tt1065073
Boyz n the Hood,1991,boyz n the hood,boyz n the hood|1991,f32e897edbf773df74e7df8c4952f0fd,650,tt0101507
Brave (2012),2012,brave,brave|2012,7fc958f1f40b0d41ee45373f62363c53,62177,tt1217209
Braveheart (1995),1995,braveheart,braveheart|1995,670b61fd8abd856b5902f84bc96dc71a,197,tt0112573
The Breakfast Club,1985,breakfast club,breakfast club|1985,78370df66524fee5889658dea6bf3188,2108,tt0088847
Breaking the Waves,1996,breaking the waves,breaking the waves|1996,3fed2a0c8e0356c013d24cf1f1af693a,145,tt0115751
Brick (2006),2005,brick,brick|2005,cfbee5596b08cb6f49f704b816f5b811,9270,tt0393109
Bride & Prejudice (2004),2004,bride and prejudice,bride and prejudice|2004,390c63a17505600895c13e8969b54ee2,57825,tt0361411
Bridge of Spies,2015,bridge of spies,bridge of spies|2015,980e4f622566991021f1327670426d20,296098,tt3682448
Bridge to Terabithia,2007,bridge to terabithia,bridge to terabithia|2007,01b8626ed6ab27a621943549a115f7fc,1265,tt0398808
Bridget Jones- The Edge of Reason (2004),2004,bridget jones the edge of reason,bridget jones the edge of reason|2004,719e50a24921adadcf67e1b4373a5e6f,9801,tt0317198
Bridget Jones's Diary (2001),2001,bridget joness diary,bridget joness diary|2001,244ba50b99aac5e3b522cb1fc4fa013a,634,tt0243155
A Brief History of Time (1991),1991,brief history of time,brief history of time|1991,bd30d014e754c99b4dabf3a39da157e6,1358,tt0103882
A Brighter Summer Day (1991),1991,brighter summer day,brighter summer day|1991,6b707d1e07eb747ba399a8452ea7d877,15804,tt0101985
Bring Her Back (2025),2025,bring her back,bring her back|2025,12aca77ba691f4155e124d2bd8657d24,1151031,tt32246771
Broadcast News,1987,broadcast news,broadcast news|1987,86520d8feb0b56ce46eac80eb20c7d65,12626,tt0092699
Brokeback Mountain,2005,brokeback mountain,brokeback mountain|2005,94f916b373d6f7504a3f5a7fc2041e8f,142,tt0388795
Broken Arrow (1996),1996,broken arrow,broken arrow|1996,040df76ae70cf93746982025ab0345b2,9208,tt0115759
Broken (2012),2012,broken,broken|2012,854239aa6a53687ff7536fe1b6a00593,95277,tt1869318
Broker,2022,broker,broker|2022,9c5ff8dd958999c997ed031ad324d27d,736732,tt13056052
Bronson (2009),2008,bronson,bronson|2008,7abdbe5909c1b9b5e5868ca0cb71acf7,18533,tt1172570
A Bronx Tale,1993,bronx tale,bronx tale|1993,57a088be0d9130db557e2c0d3f764e08,1607,tt0106489
Brooklyn,2015,brooklyn,brooklyn|2015,be5637b0ca783061f3321753ca7338ad,167073,tt2381111
Brother Bear 2 (2006),2006,brother bear 2,brother bear 2|2006,8eec66940948b6344d147bf7461c09ad,10010,tt0465925
Brother Bear (2003),2003,brother bear,brother bear|2003,f91a536614e93b00022f5857920312bc,10009,tt0328880
Bruce Almighty (2003),2003,bruce almighty,bruce almighty|2003,7e5eea45479d0f1c04ff33cd320c6db4,310,tt0315327
Buffalo '66 (1998),1998,buffalo 66,buffalo 66|1998,e61df318023c61ba97c074f07eed0d1e,9464,tt0118789
Bugonia,2025,bugonia,bugonia|2025,775e5468148de85e802f3459bfc56840,701387,tt12300742
A Bug's Life (1998),1998,bugs life,bugs life|1998,a3f6de75edb1563953c22592732327dd,9487,tt0120623
Bugsy,1991,bugsy,bugsy|1991,8861b5d1c8530ae2f6066fe79a9c3605,10337,tt0101516
Bullet Train (2022),2022,bullet train,bullet train|2022,20a1c137dbe3bb8ab073b5b8fd93f752,718930,tt12593682
The Burial (2023),2023,burial,burial|2023,ff06ed4432ddcd1ccabd8247c0507777,763165,tt5648882
The Butterfly Effect 2 (2006),2006,butterfly effect 2,butterfly effect 2|2006,21e00d05362ae160c4f5441d1293f680,14620,tt0457297
The Butterfly Effect (2004),2004,butterfly effect,butterfly effect|2004,215d78fdc77922b7a2d976e3a4d4790a,1954,tt0289879
The Cabin in the Woods (2012),2011,cabin in the woods,cabin in the woods|2011,24f7d44840ebd05dfd327775a430b18c,22970,tt1259521
The Cabinet of Dr. Caligari (1920),1920,cabinet of dr caligari,cabinet of dr caligari|1920,510dbedb0d573264db32a671e6a78ec0,234,tt0010323
Calvary,2014,calvary,calvary|2014,9274d6a7e94ead1cfe1b8e28a6ca46d0,157832,tt2234003
Camp X-Ray (2014),2014,camp x ray,camp x ray|2014,f9308092bb97636b247543ae73d5e8f7,244506,tt2994190
The Campaign,2021,campaign,campaign|2021,018d970e0c274701332243a3d5942516,719240,tt10102402
Capote (2005),2005,capote,capote|2005,93cc207802d8cfbf1369313e7e364ee9,398,tt0379725
Captain America: Civil War,2016,captain america civil war,captain america civil war|2016,b65f9a5e14dfe3db18f9a7b4bb116cb8,271110,tt3498820
Captain America- The First Avenger (2011),2011,captain america the first avenger,captain america the first avenger|2011,67e4714af5ffe781e7dee1ae14cc287e,1771,tt0458339
Captain America: The Winter Soldier,2014,captain america the winter soldier,captain america the winter soldier|2014,067ac736bb8fe007fa05e1fc834b348f,100402,tt1843866
Captain Fantastic (2016),2016,captain fantastic,captain fantastic|2016,2b1700a9f8c8dec50dc1595fa8cfabb4,334533,tt3553976
Captain Marvel,2019,captain marvel,captain marvel|2019,a8f6d1e584d08dd8b8cbc292f42cd32a,299537,tt4154664
Captain Phillips,2013,captain phillips,captain phillips|2013,a78915c6c571169b8afe1d7d92a8ae30,109424,tt1535109
Carlito's Way (1993),1993,carlitos way,carlitos way|1993,33205de9f1b748ba820e4d3114b5181c,6075,tt0106519
Carrie,1976,carrie,carrie|1976,043630a92f9a0e9e8fc316f3840dca20,7340,tt0074285
Carry On Girls (1973),1973,carry on girls,carry on girls|1973,f4540d12a38f9b98ce9cb71157114f58,26329,tt0069848
Cars (2006),2006,cars,cars|2006,b846a7d566c94c3d19dd93380f52e83c,920,tt0317219
Casablanca (1943),1942,casablanca,casablanca|1942,e3a9900601d8ef54dc07000e43b28ec7,289,tt0034583
Casanova (2005),2005,casanova,casanova|2005,8bc6df3b2435bb4dc23fdbf73a251b4a,9681,tt0402894
Casino Royale,2006,casino royale,casino royale|2006,52062f6b185c625af1c3491b1aff0570,36557,tt0381061
Casino (1995),1995,casino,casino|1995,20405e7a644c39c995fbaae9c0625e50,524,tt0112641
Cast Away,2000,cast away,cast away|2000,b309ad60bc22e9b237d433fd5f42313a,8358,tt0162222
Castle in the Sky (1986),1986,castle in the sky,castle in the sky|1986,3f335f62b9db752711aec5b6175571c8,10515,tt0092067
Casualties of War (1989),1989,casualties of war,casualties of war|1989,0bf014c364f6ed99e304e8c4e5365e20,10142,tt0097027
A Cat in Paris,2010,cat in paris,cat in paris|2010,99cf632d8ac13cbc6e9856a5bd6b973e,52264,tt1673702
The Cat Returns,2002,cat returns,cat returns|2002,bed10149f5a1ad5fbc09153440854b7d,15370,tt0347618
Catch Me If You Can,2002,catch me if you can,catch me if you can|2002,fb34f65d0ad638aeafed81a2c345bd8f,640,tt0264464
Catfish (2010),2010,catfish,catfish|2010,ce9fa3885900910e4e83a69011773b2d,42296,tt1584016
Cell 211 (2009),2009,cell 211,cell 211|2009,42588306dfa2c0efe18b82eeca6549d4,33273,tt1242422
Cellular (2004),2004,cellular,cellular|2004,7c3cccca32a55544edb957855a23d7ad,9759,tt0337921
Changeling (2008),2008,changeling,changeling|2008,df12f2e1536296bc6e5ce2cc397ccb13,3580,tt0824747
Chaos Walking (2021),2021,chaos walking,chaos walking|2021,2fb0edf23071e071765a4527398c373d,412656,tt2076822
A Charlie Brown Christmas (1965),1965,charlie brown christmas,charlie brown christmas|1965,9e1165cf35950187d8d6ac4f6d4c804e,13187,tt0059026
Charlie Wilson's War (2007),2007,charlie wilsons war,charlie wilsons war|2007,b39212a5b2f8e77adf4ffaef2788b868,6538,tt0472062
Charlie's Angels: Full Throttle,2003,charlies angels full throttle,charlies angels full throttle|2003,cb962485ab1b92b7f63655affeaa9f10,9471,tt0305357
Chasing Amy (1997),1997,chasing amy,chasing amy|1997,25237edb783c4b6747447fbece71241e,2255,tt0118842
Chasing Ice,2012,chasing ice,chasing ice|2012,b60f27b064f3c2e02841f5b2403374e9,84185,tt1579361
Cheap Thrills (2013),2013,cheap thrills,cheap thrills|2013,4e4829584d8c3242efa4b6421e3f1f12,175291,tt2389182
Cheaper by the Dozen 2 (2005),2005,cheaper by the dozen 2,cheaper by the dozen 2|2005,f6d7dfbff6bd688d6306878e9a2d4d52,9641,tt0452598
Cheaper by the Dozen (2003),2003,cheaper by the dozen,cheaper by the dozen|2003,1f972182b456fa2fd58c821716bc8df4,11007,tt0349205
Cheaper by the Dozen (2022),2022,cheaper by the dozen,cheaper by the dozen|2022,1648e3235c1f39786ff31e7c01d7371a,691683,tt6705162
Chef (2014),2014,chef,chef|2014,460cc843612a5de63d80d107f1e1a276,212778,tt2883512
Chicken Little (2005),2005,chicken little,chicken little|2005,8df5fa4369a24a7fea6a02f9682d5133,9982,tt0371606
Chicken Run,2000,chicken run,chicken run|2000,588d22dcf78ef2562a6f38fe58402808,7443,tt0120630
Children of Heaven (1997),1997,children of heaven,children of heaven|1997,5f56fecc97553b624adc69ec7068c6d4,21334,tt0118849
Children of Men,2006,children of men,children of men|2006,66f54eb3495835e3e1d60609a83dd00f,9693,tt0206634
Chinatown (1974),1974,chinatown,chinatown|1974,cc08ff9902ea1345515c65845c7370d6,829,tt0071315
Chocolat,2000,chocolat,chocolat|2000,963047d226d8092b76622b7d64d93522,392,tt0241303
Chocolat (2016),2016,chocolat,chocolat|2016,8a742689ea9a9725e22e02340752a91b,369778,tt4400038
Choke (2008),2008,choke,choke|2008,79ca866984086482372de250c1e03b37,13973,tt1024715
The Chorus,2004,chorus,chorus|2004,18aaba4c0d72511ab1d68995a87a1b6a,5528,tt0372824
A Christmas Love Story (2019),2019,christmas love story,christmas love story|2019,0e5ca03ea455f8218c1d4cdcc9f75f58,626313,tt9747440
Chronicle,2012,chronicle,chronicle|2012,bfc6201181e90e42bef1d912beec4cae,76726,tt1706593
"The Chronicles of Narnia- The Lion, the Witch and the Wardrobe (2005)",2005,chronicles of narnia the lion the witch and the wardrobe,chronicles of narnia the lion the witch and the wardrobe|2005,9d89ee79c341aaf8861822ed302150b9,411,tt0363771
The Chronicles of Riddick (2004),2004,chronicles of riddick,chronicles of riddick|2004,4f01c508e50aed0fddd0c0e4ca6b4263,2789,tt0296572
Chungking Express (1994),1994,chungking express,chungking express|1994,5d929f7e7f88f0c3505c2a538ff0841c,11104,tt0109424
Cinderella Man (2005),2005,cinderella man,cinderella man|2005,23b4a8df1fe67bf2d2509f990ea0c867,921,tt0352248
Cinderella,1950,cinderella,cinderella|1950,dedba4c412cb23e8d1743548f4ac04c8,11224,tt0042332
Cinderella (2015),2015,cinderella,cinderella|2015,1c8a99db8a897fdd27453288299bc2d0,150689,tt1661199
Cinema Paradiso,1988,cinema paradiso,cinema paradiso|1988,998f2262493838c0a0c4735735eb7237,11216,tt0095765
Citizen Kane,1941,citizen kane,citizen kane|1941,0810072bb7eb92ca09635c265b168bfb,15,tt0033467
Citizenfour (2014),2014,citizenfour,citizenfour|2014,5a62d2d47f7f7a6d18f7118a1ddaf852,293310,tt4044364
City of Angels (1998),1998,city of angels,city of angels|1998,e3ec7ca8015eb1d37845ebf444225a30,795,tt0120632
City of God,2002,city of god,city of god|2002,98012ca48aa782a952cf0b9bb14cd35c,598,tt0317248
Clerks II (2006),2006,clerks ii,clerks ii|2006,81fcf8d1ca5ac2f0966bf9a7676139f9,2295,tt0424345
Clerks (1994),1994,clerks,clerks|1994,f9d4ea28861ef2971bcb42b7a10017b0,2292,tt0109445
Click (2006),2006,click,click|2006,10f39c6ab9daea19792edfd7fb7dde65,9339,tt0389860
A Clockwork Orange,1971,clockwork orange,clockwork orange|1971,5e392f895216fc2815825c094baf1ca8,185,tt0066921
Close Encounters of the Third Kind (1977),1977,close encounters of the third kind,close encounters of the third kind|1977,056bc917474130f04a0fe5cd31a3260b,840,tt0075860
A Close Shave (1996),1995,close shave,close shave|1995,b007fef33eb6d249eddaac9e0bdf1ac8,532,tt0112691
Closer (2004),2004,closer,closer|2004,2e7984a1b0bda3c27a11e3c9a4689690,2288,tt0376541
Cloud Atlas (2012),2012,cloud atlas,cloud atlas|2012,390a4f5ace8571622586acfc482c586a,83542,tt1371111
Clouds of Sils Maria (2014),2014,clouds of sils maria,clouds of sils maria|2014,b55a675144c0b30f584e3b6986d7dc68,246860,tt2452254
Cloverfield (2008),2008,cloverfield,cloverfield|2008,0b056e6d137cb9b857e4f371abfb1588,7191,tt1060277
Cobain- Montage of Heck (2015),2015,cobain montage of heck,cobain montage of heck|2015,0533f92f8171c0cb8b131af83cad643a,319075,tt4229236
Coco,2017,coco,coco|2017,3c24f2302e27a056d3cad085e5c7edb1,354912,tt2380307
CODA,2021,coda,coda|2021,243a51f63a0fc93fda7ab13057a11865,776503,tt10366460
Coherence (2014),2013,coherence,coherence|2013,f9c6cf7be8b89922a34455fc31e0cd4f,220289,tt2866360
Cold in July (2014),2014,cold in july,cold in july|2014,f348c244292cea2ddb457dc60a8438b3,244509,tt1179031
Cold Mountain (2003),2003,cold mountain,cold mountain|2003,1d6bfe77d672a6c6b85c6d230098551f,2289,tt0159365
Collateral (2004),2004,collateral,collateral|2004,9b11c91c30c49def84fe5624c9810ea1,1538,tt0369339
Colors,1988,colors,colors|1988,83f01c4ae334a8a60a452451780faf6e,10126,tt0094894
Columbus,2017,columbus,columbus|2017,736a358ee6d2bda890db7f5215abd64e,414453,tt5990474
Come and See,1985,come and see,come and see|1985,14644fe51674d70ce51235907c70c191,25237,tt0091251
Coming to America,1988,coming to america,coming to america|1988,9053005b4748188d31d79428ec0f9aff,9602,tt0094898
A Common Man (2013),2012,common man,common man|2012,bf59b6e7a5c1f19a5a1eacbb467fc3e3,108726,tt2104837
Compliance (2012),2012,compliance,compliance|2012,f7e88667ded7daf9a7175395f17bc0f0,84188,tt1971352
Con Air (1997),1997,con air,con air|1997,99cff43639c37504e9a4761edc6577e4,1701,tt0118880
Conclave,2024,conclave,conclave|2024,91904848815a9acee0014abe7a284515,974576,tt20215234
Confessions of a Dangerous Mind (2002),2002,confessions of a dangerous mind,confessions of a dangerous mind|2002,3e20d598ed0fe0161ddee811a179db33,4912,tt0270288
Confessions of a Teenage Drama Queen (2004),2004,confessions of a teenage drama queen,confessions of a teenage drama queen|2004,62c8cbb31eefe911cb21d7133a34aaf3,11132,tt0361467
The Congress (2013),2013,congress,congress|2013,fbc806ab77bb57e9dbdde394200bdeea,152795,tt1821641
The Conjuring,2013,conjuring,conjuring|2013,f63c67bbcf4d7904fba1227c21b4cce3,138843,tt1457767
Conspiracy Theory (1997),1997,conspiracy theory,conspiracy theory|1997,8a3f2c3fe90344d167d8c17aea63947d,8834,tt0118883
Constantine (2005),2005,constantine,constantine|2005,01db44df4a48fb65727e08d19b0bce2a,561,tt0360486
Contagion,2011,contagion,contagion|2011,9b5a63db41bee0dcf31779407bff0b15,39538,tt1598778
The Conversation,1974,conversation,conversation|1974,146e19dbf7bf7d1ed3d5f228a8f1ce8a,592,tt0071360
Conviction (2018),2018,conviction,conviction|2018,5b14b2d152b4eddb03f465e6d5b1dda5,1273452,tt7799386
Cop Car (2015),2015,cop car,cop car|2015,103295c8f67de9130d768d7a21170a6b,310133,tt3813310
Coriolanus (2011),2011,coriolanus,coriolanus|2011,7e1af80cb84d7da70c793d22bd0ab72b,101173,tt1372686
Corpse Bride (2005),2005,corpse bride,corpse bride|2005,a06d1e214aac0fe3889ca115626ca5a9,3933,tt0121164
Cosmopolis (2012),2012,cosmopolis,cosmopolis|2012,b3a793f1c18ed37447ca2c39de2f7893,49014,tt1480656
The Courier (2019),2020,courier,courier|2020,ff865bae13bad77440e3cdb6b3f1d195,522241,tt8368512
The Cove (2009),2009,cove,cove|2009,bb6612a6d5edc2fd73a85a9e2487dcd3,23128,tt1313104
The Covenant (2023),2023,covenant,covenant|2023,488568b5726829dbb95fcc511f6ba9c0,1266409,tt11718596
Coyote Ugly (2000),2000,coyote ugly,coyote ugly|2000,67b0951bf05b76dae031ed2c97f82bd7,6282,tt0200550
Crank (2006),2006,crank,crank|2006,e8b9afb6b921cb3c2eed6b2d48c26b47,1948,tt0479884
Crash (2005),2004,crash,crash|2004,daab6971aa96e7613f18c3bd86c48bb7,1640,tt0375679
The Crazies (2010),2010,crazies,crazies|2010,b29cc605f90c62372fb7d4e6aed4162a,29427,tt0455407
Crazy Heart,2009,crazy heart,crazy heart|2009,c08cf93bdd22c118b07f81faba21218e,25196,tt1263670
Creed,2015,creed,creed|2015,002eef2c4d59426c6514d9b39d30c1ec,312221,tt3076658
Crimson Tide (1995),1995,crimson tide,crimson tide|1995,74351667481c01add169dec495b71b82,8963,tt0112740
The Croods- A New Age (2020),2020,croods a new age,croods a new age|2020,a2165cc9f5d2990c8364502a18f5d4d7,529203,tt2850386
The Croods (2013),2013,croods,croods|2013,ecf571665d6444386b505f4cd1d5e0b6,49519,tt0481499
"Crouching Tiger, Hidden Dragon",2000,crouching tiger hidden dragon,crouching tiger hidden dragon|2000,68e744bc1e9dc89ced6b3fb2a8ad66da,146,tt0190332
Cruel Intentions 2 (2000),2000,cruel intentions 2,cruel intentions 2|2000,5751acc33d6f9afe1bbdb14985d2f00d,5458,tt0196267
Cruel Intentions 3 (2004),2004,cruel intentions 3,cruel intentions 3|2004,f09609ec7231e130de7820067c5a4904,5460,tt0391891
Cruel Intentions (1999),1999,cruel intentions,cruel intentions|1999,c23c9f157bf768c51853499bafca60ce,796,tt0139134
Cruella (2021),2021,cruella,cruella|2021,66ac89050c45a5b0067630662c0f4ea6,337404,tt3228774
The Crying Game,1992,crying game,crying game|1992,4983b4f6477167ea9f2674ffa91fa238,11386,tt0104036
Cube (1998),1997,cube,cube|1997,7e4e11bb87317f000cdff78f2c887832,431,tt0123755
Culloden (1964),1964,culloden,culloden|1964,4bd1eb1c209e7a1c3aa73307a3afb019,61302,tt0057982
The Curious Case of Benjamin Button (2008),2008,curious case of benjamin button,curious case of benjamin button|2008,ce6138ad2dabbc209260b60eacae63bd,4922,tt0421715
The Da Vinci Code (2006),2006,da vinci code,da vinci code|2006,b7e039a23fb6e3953a6513cb84b8e1ed,591,tt0382625
Dallas Buyers Club (2013),2013,dallas buyers club,dallas buyers club|2013,65af25ecdf55aeabb3a3941962bfe0d3,152532,tt0790636
Dan in Real Life (2007),2007,dan in real life,dan in real life|2007,1a28cfe301af75523b827fa095180469,7211,tt0480242
Dances with Wolves,1990,dances with wolves,dances with wolves|1990,33e04ddf9d3ffce8cea1dc41246ee666,581,tt0099348
A Dangerous Method (2011),2011,dangerous method,dangerous method|2011,6da47aec4a3972eef1c6cc3c67e01881,48231,tt1571222
